TestID;Number of Peers;P2P Algorithm;Total Duration [s];Total Received Bytes;Minimum Transfer Time Error Rate [%];Average Transfer Time Error Rate [%];Maximum Transfer Time Error Rate [%];Same PDF File;Maximum Connection Time [s];Minimum Connection Time [s];Average Connection Time [s];Maximum Transfer Time [s];Minimum Transfer Time [s];Average Transfer Time [s];Maximum Total Time [s];Minimum Total Time [s];Average Total Time [s];Maximum Latency Error Rate [%];Minimum Latency Error Rate [%];Average Latency Error Rate [%];Maximum Bandwidth Error Rate [%];Minimum Bandwidth Error Rate [%];Average Bandwidth Error Rate [%];Smallest Bandwidth [Kbps]
Test149;50;NOT USED;498.78;67108864;0.71;0.75;0.85;true;3.42;0.17;0.36;486.03;485.39;485.60;488.81;485.70;485.97;;;;;;;1114
Test150;50;NOT USED;983.57;134217728;0.71;0.75;0.84;true;4.28;0.18;0.59;972.03;970.78;971.19;975.15;971.01;971.79;;;;;;;1114
Test151;50;USED;323.14;67108864;0.73;1.49;7.33;true;163.27;0.11;105.57;301.32;17.83;107.90;318.75;150.53;213.48;;;;;;;1795
Test152;50;USED;632.32;134217728;0.72;1.10;4.19;true;313.97;0.12;208.27;602.53;34.62;215.33;627.89;300.91;423.60;;;;;;;1795
Test153;50;NOT USED;28.09;2239815;1.01;1.25;1.62;true;3.29;0.10;0.22;16.34;16.24;16.28;19.57;16.35;16.50;;;;;;;1114
Test154;50;NOT USED;41.68;4293938;0.86;0.96;1.13;true;3.29;0.10;0.28;31.18;31.10;31.13;34.43;31.20;31.42;;;;;;;1114
Test155;50;NOT USED;75.61;8869498;0.78;0.89;1.11;true;0.43;0.12;0.21;64.40;64.19;64.26;64.67;64.31;64.47;;;;;;;1114
Test156;50;NOT USED;126.02;15890720;0.75;0.79;0.90;true;0.25;0.12;0.17;115.15;114.97;115.02;115.36;115.10;115.20;;;;;;;1114
Test157;50;NOT USED;243.60;32095088;0.72;0.73;0.77;true;3.40;0.11;0.29;232.26;232.15;232.19;235.58;232.26;232.48;;;;;;;1114
Test158;50;NOT USED;514.91;67108864;0.71;0.83;5.41;true;3.53;0.13;0.41;508.01;485.39;485.96;508.19;485.56;486.37;;;;;;;1114
Test159;50;NOT USED;982.04;134217728;0.71;0.74;0.81;true;3.79;0.14;0.51;971.68;970.70;971.08;974.58;970.85;971.60;;;;;;;1114
Test160;50;USED;26.85;2239815;1.33;63.37;738.26;true;15.55;0.08;6.02;10.11;2.40;4.65;21.62;2.53;10.67;;;;;;;1795
Test161;50;USED;34.79;4293938;1.18;38.51;224.61;true;21.72;0.10;10.10;19.38;3.32;8.27;32.45;9.77;18.37;;;;;;;1795
Test162;50;USED;56.05;8869498;0.93;18.93;229.32;true;30.96;0.09;16.77;39.98;6.89;15.38;52.85;20.02;32.15;;;;;;;1795
Test163;50;USED;82.18;15890720;0.82;6.72;32.47;true;46.35;0.08;26.51;71.44;4.83;26.32;79.21;35.73;52.84;;;;;;;1795
Test164;50;USED;161.03;32095088;0.76;3.77;34.44;true;83.20;0.10;51.72;144.19;10.68;52.15;157.20;72.05;103.88;;;;;;;1795
Test165;50;USED;326.59;67108864;0.74;1.77;5.31;true;163.64;0.11;105.60;301.30;17.42;108.14;322.12;150.51;213.74;;;;;;;1795
Test166;50;USED;632.63;134217728;0.71;1.12;7.39;true;312.37;0.13;207.34;602.58;35.69;215.26;630.01;300.92;422.61;;;;;;;1795
